Date,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DIS UN Equity,DWDP UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WBA UW Equity,WMT UN Equity,XOM UN Equity,INDU Index
5/30/2003,1.2836,36.467,30.67,26.075,16.28,35.47,19.3887,21.3792,81.5,32.49,88.04,20.84,54.35,32.86,22.785,18.73,63.235,52.6041,24.61,6.9988,31.02,45.91,36.58,23.985,34.125,#N/A N/A,33.9267,#N/A N/A,52.61,36.4,8850.26
6/30/2003,1.3657,36.5983,34.32,27.83,16.69,36.1,19.4874,20.8145,83.75,33.12,82.5,20.784,51.7,34.18,23.205,22.06,64.49,57.308,25.61,6.6863,34.15,44.59,36.51,25.125,35.415,#N/A N/A,35.3608,#N/A N/A,53.67,35.91,8985.44
7/31/2003,1.5036,38.6641,33.12,33.735,19.52,36.055,21.6286,23.7323,87.14,31.2,81.25,24.95,51.79,35.05,22.485,23.01,70.1,52.3202,26.4,6.4675,33.36,43.935,35.17,26.045,37.615,#N/A N/A,31.2466,#N/A N/A,55.91,35.58,9233.8
8/29/2003,1.6164,39.4344,37.39,35.915,19.15,36.435,20.2274,23.2146,88.49,32.16,82.01,28.62,49.58,34.22,21.76,22.42,71.235,50.32,26.52,7.1225,29.92,43.645,34.76,24.715,40.125,#N/A N/A,31.6589,#N/A N/A,59.17,37.7,9415.82
9/30/2003,1.4736,39.4432,34.33,34.42,19.54,35.725,19.9018,21.8767,83.9,31.85,88.33,27.51,49.52,34.33,21.48,23.54,69.07,50.62,27.79,7.6025,30.38,46.41,37.03,25.16,38.64,#N/A N/A,29.0774,#N/A N/A,55.85,36.6,9275.06
10/31/2003,1.635,41.0801,38.49,36.64,20.98,37.15,22.339,25.3391,93.9,37.07,89.48,33.05,50.33,35.9,23.2,25.01,78.87,44.25,26.15,7.9875,31.6,49.145,38.13,25.44,42.345,#N/A N/A,30.1172,#N/A N/A,58.95,36.58,9801.12
11/28/2003,1.4943,40.0122,38.39,38.025,22.66,37.55,22.783,25.2449,96.08,36.76,90.54,33.43,49.29,35.36,23.25,25.63,79.04,40.6,25.7,8.4063,33.55,48.12,37.1,26.95,42.85,#N/A N/A,29.3732,#N/A N/A,55.64,36.17,9782.46
12/31/2003,1.5264,42.218,42.14,41.51,24.29,43.195,23.0198,27.9476,98.73,35.49,92.68,32.2,51.66,36.73,25.375,24.83,85.03,46.2,27.54,8.5575,35.33,49.94,39.65,29.09,47.385,#N/A N/A,31.4438,#N/A N/A,53.05,41,10453.92
1/30/2004,1.6114,45.3781,41.75,39.065,25.64,43.175,23.6809,28.2031,99.55,35.47,99.23,30.6,53.42,38.89,24.62,25.74,79.09,47.6,27.65,8.7075,36.63,50.54,42.13,30.44,47.77,#N/A N/A,33.0393,#N/A N/A,53.85,40.79,10488.07
2/27/2004,1.7093,46.7611,43.37,37.875,23.1,44.175,26.1773,29.225,105.87,36.31,96.5,29.23,53.91,41.02,24.98,28.3,78.02,48.08,26.5,9.1563,36.65,51.255,42.74,31,46.055,#N/A N/A,34.3569,#N/A N/A,59.56,42.17,10583.92
3/31/2004,1.9321,45.3868,41.07,39.535,23.52,43.89,24.6578,27.0803,104.35,37.36,91.84,27.2,50.72,41.95,25.15,28.57,81.87,44.19,24.97,9.7338,35.05,52.44,40.01,32.22,43.15,#N/A N/A,32.7525,#N/A N/A,59.69,41.59,10357.7
4/30/2004,1.8379,42.8483,42.69,38.865,20.87,45.75,22.7238,26.6837,96.75,35.19,88.17,25.73,54.03,37.6,25.285,27.23,86.48,47,25.97,8.9938,35.76,52.875,40.67,30.74,43.13,#N/A N/A,33.8281,#N/A N/A,57,42.55,10225.57
5/31/2004,2.0043,44.3802,45.8,37.675,22.15,45.2,23.158,26.8248,93.91,35.92,88.59,28.55,55.71,36.84,25.675,26.4,84.56,47.3,26.35,8.8938,35.34,53.91,39.68,32.625,42.305,#N/A N/A,30.9956,#N/A N/A,55.73,43.25,10188.45
6/30/2004,2.3243,44.9754,51.09,39.72,23.7,47.055,25.1511,27.3627,94.16,35.2,88.15,27.6,55.7,38.77,25.24,26,90.01,47.5,28.56,9.4688,34.28,54.44,40.54,31.125,45.74,#N/A N/A,32.4387,#N/A N/A,52.76,44.41,10435.48
7/30/2004,2.31,43.9862,50.75,36.745,20.86,47.825,22.783,26.8181,88.19,33.72,87.07,24.38,55.27,37.33,21.93,27.5,82.36,45.35,28.46,9.0888,31.96,52.15,37.07,31.45,46.75,#N/A N/A,34.5451,#N/A N/A,53.01,46.3,10139.71
8/31/2004,2.4636,43.7849,52.22,36.35,18.76,48.75,22.1515,28.7812,89.65,36.56,84.69,21.29,58.1,39.58,22.355,27.02,82.36,44.97,27.3,9.4138,32.67,55.97,34.69,33.065,46.955,#N/A N/A,35.1816,#N/A N/A,52.67,46.1,10173.92
9/30/2004,2.7679,45.0454,51.62,40.225,18.1,53.64,22.2502,30.3746,93.24,39.2,85.74,20.06,56.33,39.73,20.025,28.03,79.97,33,27.65,9.85,30.6,54.12,33.06,36.87,46.69,#N/A N/A,35.2981,#N/A N/A,53.2,48.33,10080.27
10/29/2004,3.7521,46.4547,49.9,40.27,19.21,53.06,24.8847,30.2132,98.38,41.08,89.75,22.26,58.38,38.6,20.33,29.15,77.57,31.31,27.99,10.1638,28.95,51.18,33.96,36.2,46.41,#N/A N/A,35.0471,#N/A N/A,53.92,49.22,10027.47
11/30/2004,4.7893,48.7656,53.57,45.775,18.71,54.6,26.5226,33.9311,104.76,41.75,94.24,22.35,60.32,37.65,19.655,30.74,79.59,28.02,26.81,10.5825,27.77,53.48,36.48,41.425,48.79,#N/A N/A,36.9563,#N/A N/A,52.06,51.25,10428.02
12/31/2004,4.6,49.3434,51.77,48.755,19.3,52.51,27.4304,33.2857,104.04,42.74,98.58,23.39,63.42,39.01,20.815,32.06,82.07,32.14,26.71,11.3363,26.89,55.08,37.07,44.015,51.675,#N/A N/A,36.311,#N/A N/A,52.82,51.26,10783.01
1/31/2005,5.4929,46.6998,50.6,44.55,18.04,54.4,28.2494,33.4134,107.85,41.26,93.42,22.45,64.7,37.33,20.745,32.39,84.36,28.05,26.28,10.8288,24.16,53.23,37.54,44.45,50.34,#N/A N/A,31.9009,#N/A N/A,52.4,51.6,10489.94
2/28/2005,6.4086,47.4001,54.97,47.525,17.42,62.08,27.5685,37.0774,108.8,40.02,92.58,23.98,65.6,36.55,21.4,33.08,83.94,31.7,25.18,10.8688,26.29,53.09,38.32,45.58,49.94,#N/A N/A,32.2415,#N/A N/A,51.61,63.31,10766.23
3/31/2005,5.9529,44.9666,58.46,45.72,17.89,58.31,28.348,33.5142,109.99,38.24,91.38,23.23,67.16,34.6,20.835,31.14,85.69,32.37,24.17,10.4138,26.27,53,36.73,47.69,50.83,#N/A N/A,31.8203,#N/A N/A,50.11,59.6,10503.76
4/29/2005,5.1514,46.1309,59.52,44.025,17.28,52,26.049,30.8788,106.79,35.37,76.38,23.52,68.63,35.49,21.72,29.31,76.47,33.9,25.3,9.6013,27.17,54.15,35.8,47.255,50.86,#N/A N/A,32.0892,#N/A N/A,47.14,57.03,10192.51
5/31/2005,5.6729,47.1375,63.9,47.055,19.38,53.78,27.0752,30.4485,97.5,39.35,75.55,26.93,67.1,35.75,22.315,30.94,76.65,32.44,25.8,10.275,27.9,55.15,37.88,48.58,53.35,#N/A N/A,31.7127,#N/A N/A,47.23,56.2,10467.48
6/30/2005,5.2586,46.5948,66,47.655,19.11,55.92,24.8452,29.9376,102.02,38.9,74.2,26.06,65,35.32,20.875,27.75,72.3,30.8,24.84,10.825,27.58,52.75,39.53,52.14,51.35,#N/A N/A,30.9687,#N/A N/A,48.2,57.47,10274.97
7/29/2005,6.0929,48.1442,66.01,53.91,19.15,58.01,25.2991,32.2369,107.48,43.51,83.46,27.14,63.96,35.14,21.88,31.17,75,31.06,25.61,10.475,26.5,55.63,44.02,52.3,50.7,#N/A N/A,30.6819,#N/A N/A,49.35,58.75,10640.91
8/31/2005,6.7043,48.3542,67.02,55.49,17.62,61.4,24.8551,29.0434,111.18,40.32,80.62,25.72,63.39,33.89,22,32.45,71.15,28.23,27.4,9.8638,25.47,55.48,43.01,51.5,50,#N/A N/A,29.3195,#N/A N/A,44.96,59.9,10481.6
9/30/2005,7.6586,50.28,67.95,58.75,17.93,64.73,23.8092,28.0148,121.58,38.14,80.22,24.65,63.28,33.93,21.595,33.49,73.36,27.21,25.73,10.21,24.97,59.46,44.87,56.2,51.84,#N/A N/A,29.3015,#N/A N/A,43.82,63.54,10568.7
10/31/2005,8.2271,49.77,64.64,52.59,17.45,57.07,24.046,30.8318,126.37,41.04,81.88,23.5,62.62,36.62,21.39,31.6,75.98,28.22,25.7,10.5063,21.74,55.99,45.03,57.89,51.28,#N/A N/A,28.2438,#N/A N/A,47.31,56.14,10440.07
11/30/2005,9.6886,51.42,68.19,57.78,17.54,57.31,24.5986,30.4217,128.96,41.78,88.9,26.68,61.75,38.25,21.345,33.85,78.48,29.4,27.71,10.6625,21.2,57.19,46.53,59.86,53.84,#N/A N/A,28.6651,#N/A N/A,48.56,58.03,10805.87
12/30/2005,10.27,51.46,70.24,57.77,17.12,56.77,23.6513,29.4603,127.71,40.48,82.2,24.96,60.1,39.69,20.155,33.72,77.5,31.81,26.15,10.8488,23.32,57.88,44.67,62.14,55.91,#N/A N/A,26.9979,#N/A N/A,46.8,56.17,10717.5
1/31/2006,10.7871,52.45,68.31,67.9,18.57,59.38,24.9735,28.4384,141.25,40.55,81.3,21.27,57.54,39.75,20.69,35.01,72.75,34.5,28.15,10.1188,25.68,59.23,45.38,59.42,58.37,#N/A N/A,28.3783,#N/A N/A,46.11,62.75,10864.86
2/28/2006,9.7914,53.88,72.69,73.08,20.24,56.48,27.6179,28.9291,141.29,42.15,80.24,20.6,57.65,41.14,20.985,34.91,73.59,34.86,26.9,10.8475,26.19,59.93,42.98,58.23,58.5,#N/A N/A,30.2068,#N/A N/A,45.36,59.37,10993.41
3/31/2006,8.96,52.55,77.93,71.81,21.67,57.97,27.5192,27.2955,156.96,42.3,82.47,19.46,59.22,41.64,20.935,34.36,75.69,35.23,27.21,10.6375,24.92,57.62,41.79,55.86,57.97,#N/A N/A,30.5295,#N/A N/A,47.24,60.86,11109.32
4/28/2006,10.0557,53.81,83.45,75.74,20.95,61.02,27.5883,27.3022,160.29,39.93,82.34,19.98,58.61,45.38,20.98,34.57,85.43,34.42,24.15,10.23,25.33,58.21,44.03,49.74,62.81,#N/A N/A,29.6063,#N/A N/A,45.03,63.08,11367.14
5/31/2006,8.5386,54.36,83.25,72.95,19.68,59.79,30.0945,26.8047,150.95,38.12,79.9,18.02,60.22,42.64,22.015,33.17,83.66,33.29,22.65,10.0388,23.66,54.25,44.02,43.96,62.52,#N/A N/A,27.9749,#N/A N/A,48.45,60.91,11168.31
6/30/2006,8.16,53.22,81.91,74.48,19.53,62.06,29.6011,26.2399,150.43,35.79,76.82,18.95,59.92,42,21.51,33.6,80.77,36.43,23.3,10.125,23.47,55.6,44.58,44.78,63.42,#N/A N/A,30.0186,#N/A N/A,48.17,61.35,11150.22
7/31/2006,9.7086,52.06,77.42,70.87,17.85,65.78,29.2953,23.2482,152.75,34.71,77.41,18,62.55,45.62,22.25,35.39,70.4,40.27,24.03,9.875,25.99,56.2,45.8,47.83,62.19,#N/A N/A,30.3144,#N/A N/A,44.5,67.74,11185.68
8/31/2006,9.6929,52.54,74.9,66.35,21.99,64.4,29.2558,25.6349,148.65,34.29,80.97,19.54,64.66,45.66,22.405,35.9,71.7,40.55,25.69,10.095,27.56,61.9,43.9,51.95,62.71,#N/A N/A,31.5334,#N/A N/A,44.72,67.67,11381.15
9/29/2006,11.0043,56.08,78.85,65.8,23,64.86,30.499,26.2063,169.17,36.27,81.94,20.57,64.94,46.96,22.34,39.12,74.42,41.9,27.33,10.9525,28.36,61.98,46.89,49.2,63.35,#N/A N/A,33.2813,#N/A N/A,49.32,67.1,11679.07
10/31/2006,11.5829,57.81,79.86,60.71,24.13,67.2,31.0417,27.4232,189.79,37.33,92.33,21.34,67.4,47.44,23.36,41.92,78.84,45.42,28.71,11.485,26.65,63.39,51.13,48.78,65.72,#N/A N/A,33.1648,#N/A N/A,49.28,71.42,12080.73
11/30/2006,13.0971,58.72,88.53,62.03,26.88,72.32,32.6106,26.8988,194.8,37.97,91.92,21.35,65.91,46.28,23.415,41.97,81.46,44.51,29.33,12.3688,27.49,62.79,51.81,49.08,64.53,#N/A N/A,32.502,#N/A N/A,46.1,76.81,12221.93
12/29/2006,12.12,60.67,88.84,61.33,27.33,73.53,33.8144,26.8517,199.35,40.16,97.15,20.25,66.02,48.3,24.125,44.33,77.93,43.6,29.86,12.3788,25.9,64.27,53.69,53.73,62.52,#N/A N/A,34.6415,#N/A N/A,46.18,76.63,12463.15
1/31/2007,12.2471,58.22,89.56,64.07,26.59,72.88,34.7024,27.9274,212.16,40.74,99.15,20.96,66.8,50.93,23.94,44.35,74.3,44.75,30.86,12.3513,26.24,64.87,50.85,52.26,68.02,#N/A N/A,35.8322,#N/A N/A,47.69,74.1,12621.69
2/28/2007,12.0871,56.87,87.27,64.42,25.94,68.61,33.8045,29.4468,201.6,39.6,93.01,19.85,63.05,49.4,23.34,43.72,74.08,44.16,28.17,13.0588,24.96,63.49,50.76,52.2,65.63,#N/A N/A,34.8182,#N/A N/A,48.3,71.68,12268.63
3/30/2007,13.2729,56.4,88.91,67.03,25.53,73.96,33.9722,30.8318,206.63,36.74,94.26,19.13,60.26,48.38,24,45.05,76.43,44.17,27.87,13.2825,25.26,63.16,51.77,52.97,65,#N/A N/A,35.274,#N/A N/A,46.95,75.45,12354.35
4/30/2007,14.2571,60.67,93,72.62,26.74,77.79,34.5149,29.9914,218.61,37.87,102.21,21.5,64.22,52.1,26.095,48.28,82.77,51.44,29.94,13.465,26.46,64.31,54.1,53.06,67.13,#N/A N/A,35.5159,#N/A N/A,47.92,79.38,13062.91
5/31/2007,17.3657,64.98,100.59,78.58,26.92,81.49,34.9688,30.5091,230.82,38.87,106.6,22.17,63.27,51.83,26.495,50.55,87.96,52.45,30.67,14.1875,27.49,63.55,54.17,54.77,70.55,#N/A N/A,40.4926,#N/A N/A,47.6,83.17,13627.64
6/29/2007,17.4343,61.18,96.16,78.3,27.85,84.24,34.14,29.7292,216.75,39.35,105.25,23.76,61.62,48.45,26.155,50.76,86.79,49.8,29.47,14.5725,25.57,61.19,53.5,51.14,70.93,#N/A N/A,38.2972,#N/A N/A,48.11,83.88,13408.62
7/31/2007,18.8229,58.54,103.43,78.8,28.91,85.26,33,29.2317,188.34,37.17,110.65,23.62,60.5,44.01,26.055,47.87,88.92,49.65,28.99,14.1125,23.51,61.86,50.78,48.43,72.97,#N/A N/A,39.6461,#N/A N/A,45.95,85.13,13211.99
8/31/2007,19.7829,58.62,96.7,75.77,31.92,87.76,33.6,28.6602,176.01,38.31,116.69,25.75,61.79,44.52,26.89,49.25,90.99,50.17,28.73,14.085,24.84,65.31,50.54,50.01,74.63,#N/A N/A,38.9577,#N/A N/A,43.63,85.73,13357.74
9/28/2007,21.9343,59.37,104.99,78.43,33.11,93.58,34.39,28.9493,216.74,32.44,117.8,25.86,65.7,45.82,28.735,54.47,93.58,51.69,29.46,14.665,24.43,70.34,50.34,48.43,80.48,#N/A N/A,41.1902,#N/A N/A,43.65,92.56,13895.63
10/31/2007,27.1357,60.95,98.59,74.61,33.06,91.51,34.63,30.2805,247.92,31.51,116.12,26.9,65.17,47,30.88,59.7,86.36,58.26,36.81,16.565,24.61,69.52,52.21,49.15,76.59,#N/A N/A,42.8553,#N/A N/A,45.21,91.99,13930.01
11/30/2007,26.0314,58.98,92.54,71.9,28.02,87.77,33.15,28.1963,226.64,28.56,105.18,26.08,67.74,45.62,31.05,58.47,83.26,59.36,33.6,16.4125,23.76,74,53.11,55,74.77,#N/A N/A,40.1949,#N/A N/A,47.9,89.16,13371.72
12/31/2007,28.2971,52.02,87.46,72.56,27.07,93.33,32.28,26.5021,215.05,26.94,108.1,26.66,66.7,43.65,30.685,58.91,84.32,58.11,35.6,16.06,22.73,73.42,53.8,58.2,76.54,#N/A N/A,40.6414,#N/A N/A,47.53,93.69,13264.82
1/31/2008,19.3371,49.32,83.18,71.14,24.5,84.5,29.93,25.9912,200.77,30.67,107.34,21.2,63.26,47.55,29.585,53.55,79.65,46.28,32.6,15.44,23.39,65.95,48.1,50.84,73.41,#N/A N/A,36.1298,#N/A N/A,50.88,86.4,12650.36
2/29/2008,17.86,42.3,82.79,72.33,24.37,86.66,32.41,25.3391,169.63,26.55,113.86,19.95,61.96,40.65,29.23,54.11,78.4,44.3,27.22,15.05,22.28,66.18,46.41,46.48,70.51,#N/A N/A,33.7857,#N/A N/A,49.59,87.01,12266.39
3/31/2008,20.5,43.72,74.37,78.29,24.09,85.36,31.38,24.7743,165.39,27.97,115.14,21.18,64.87,42.95,30.435,55.77,79.15,37.95,28.38,17,20.93,70.07,47.85,34.36,68.82,15.59,33.9066,#N/A N/A,52.68,84.58,12262.89
4/30/2008,24.85,48.02,84.86,81.88,25.64,96.15,32.43,26.9929,191.37,28.8,120.7,22.26,67.09,47.65,29.435,59.58,76.9,38.04,28.52,16.7,20.11,67.05,50.4,32.63,72.47,20.8625,35.9553,#N/A N/A,57.98,93.07,12820.13
5/30/2008,26.9643,46.35,82.77,82.64,26.72,99.15,33.6,27.161,176.41,27.36,129.43,23.18,66.74,43,28.63,59.32,77.56,38.96,28.32,17.0925,19.36,66.05,49.81,34.21,71.04,21.59,35.946,#N/A N/A,57.74,88.76,12638.32
6/30/2008,23.92,37.67,65.72,73.82,23.26,99.13,31.2,23.4701,174.9,23.42,118.53,21.48,64.34,34.31,25.99,56.22,69.59,37.69,27.51,14.9025,17.47,60.81,43.4,26.25,61.7,20.3275,33.0774,#N/A N/A,56.2,88.13,11350.01
7/31/2008,22.7071,37.12,61.11,69.52,21.99,84.56,30.35,22.3944,184.04,23.83,127.98,22.19,68.47,40.63,25.75,59.79,70.39,32.9,25.72,14.67,18.67,65.48,44.12,28.08,63.98,18.265,31.8066,#N/A N/A,58.62,80.43,11378.02
8/29/2008,24.2186,39.68,65.56,70.73,24.05,86.32,32.35,22.9457,163.97,27.12,121.73,22.87,70.43,38.49,26.035,62,71.6,35.67,27.29,15.1525,19.11,69.77,44.16,30.45,65.59,18.975,32.8158,#N/A N/A,59.07,80.01,11543.55
9/30/2008,16.2371,35.43,57.35,59.6,22.56,82.48,30.69,21.3658,128,25.89,116.96,18.73,69.28,46.7,26.44,61.7,68.31,31.56,26.69,16.725,18.44,69.69,45.2,25.39,60.06,15.3475,29.9846,#N/A N/A,59.89,77.66,10850.66
10/31/2008,15.37,27.5,52.27,38.17,17.77,74.6,25.9,17.9303,92.5,23.59,92.97,16,61.34,41.25,22.03,57.93,64.3,30.95,22.33,14.4075,17.71,64.54,42.55,23.73,54.96,13.8375,27.7234,#N/A N/A,55.81,74.12,9325.01
11/28/2008,13.2386,23.31,42.63,40.99,16.54,79.01,22.52,12.4712,78.99,23.11,81.6,13.8,58.58,31.66,23.435,58.75,66.93,26.72,20.22,13.3125,16.43,64.35,43.65,21.01,48.53,13.14,30.5078,#N/A N/A,55.88,80.15,8829.04
12/31/2008,12.1929,18.55,42.67,44.67,16.3,73.97,22.69,10.145,84.39,23.02,84.16,14.66,59.83,31.53,22.635,62.19,57.54,30.4,19.44,12.75,17.71,61.82,45.2,26.6,53.6,13.1125,31.6758,#N/A N/A,56.06,79.83,8776.39
1/30/2009,12.8757,16.73,42.31,30.85,14.97,70.52,20.68,7.792,80.73,21.53,91.65,12.9,57.69,25.51,21.36,58.02,53.79,28.55,17.1,11.3125,14.58,54.5,38.64,28.33,47.99,12.3375,27.9102,#N/A N/A,47.12,76.48,8000.86
2/27/2009,12.7586,12.06,31.44,24.61,14.57,60.71,16.77,4.8137,91.08,20.89,92.03,12.74,50,22.85,20.425,52.25,45.46,24.2,16.15,10.3825,12.31,48.17,36.15,19.65,40.83,14.1775,26.6582,#N/A N/A,49.24,67.9,7062.93
3/31/2009,15.0171,13.63,35.58,27.96,16.77,67.24,18.16,5.6675,106.02,23.56,96.89,15.05,52.6,26.58,21.975,54.57,49.72,26.75,18.37,11.7225,13.62,47.09,40.64,20.93,42.98,13.9,28.2186,#N/A N/A,52.1,68.1,7608.92
4/30/2009,17.9757,25.22,40.05,35.58,19.32,66.1,21.9,10.7568,128.5,26.32,103.21,15.78,52.36,33,21.525,53.29,57.6,24.24,20.26,13.1175,13.36,49.44,41.14,23.52,48.84,16.24,28.3494,#N/A N/A,50.4,66.67,8168.12
5/29/2009,19.4014,24.85,44.85,35.46,18.5,66.67,24.22,11.8863,144.57,23.16,106.28,15.72,55.16,36.9,24.58,58.99,57.1,27.58,20.89,14.2625,15.19,51.94,40.66,26.6,52.61,16.9275,27.3403,#N/A N/A,49.74,69.35,8500.33
6/30/2009,20.3471,23.24,42.5,33.04,18.64,66.25,23.33,10.851,147.44,23.63,104.42,16.55,56.8,34.11,23.995,57.49,60.1,27.96,23.77,12.945,15,51.1,41.04,24.98,51.96,15.565,28.7138,#N/A N/A,48.44,69.91,8447
7/31/2009,23.3414,28.33,42.91,44.06,22.01,69.47,25.12,14.2326,163.3,25.94,117.93,19.25,60.89,38.65,24.92,55.06,70.52,30.01,23.52,14.16,15.93,55.51,43.07,28.06,54.47,16.365,29.9659,#N/A N/A,49.88,70.39,9171.61
8/31/2009,24.03,33.82,49.67,45.31,21.6,69.94,26.04,14.3133,165.46,27.29,118.05,20.32,60.44,43.46,24.385,56.24,72.1,32.43,24.65,13.8475,16.7,54.11,50.42,28,59.36,17.775,29.0035,#N/A N/A,50.87,69.15,9496.28
9/30/2009,26.4814,33.9,54.15,51.33,23.54,70.43,27.46,17.5269,184.35,26.64,119.61,19.57,60.89,43.82,26.85,57.07,73.8,31.63,25.89,16.175,16.55,57.92,49.23,25.04,60.93,17.2775,28.284,#N/A N/A,49.09,68.61,9712.28
10/30/2009,26.9286,34.84,47.8,55.06,22.85,76.54,27.37,15.7856,170.17,25.09,120.61,19.11,59.05,41.77,26.655,58.61,73.57,30.93,27.73,15.545,17.03,58,49.79,25.95,61.45,18.94,27.6486,#N/A N/A,49.68,71.67,9712.73
11/30/2009,28.5586,41.83,52.41,58.39,23.4,78.04,30.22,18.6765,169.66,27.36,126.35,19.2,62.84,42.49,28.6,63.25,77.44,36.21,29.41,16.2225,18.17,62.35,52.39,28.67,67.24,20.25,29.3959,#N/A N/A,54.55,75.07,10344.84
12/31/2009,30.1229,40.52,54.13,56.99,23.94,76.99,32.25,18.5757,168.84,28.93,130.9,20.4,64.41,41.67,28.5,62.44,82.67,36.54,30.49,16.5175,18.19,60.63,49.86,30.48,69.41,21.865,30.9564,#N/A N/A,53.45,68.19,10428.05
1/29/2010,27.4457,37.66,60.6,52.24,22.47,72.12,29.55,18.2127,148.72,28.01,122.39,19.4,62.86,38.94,27.125,62.43,80.49,38.18,28.18,15.9375,18.66,61.55,50.67,33,67.48,20.5075,27.4898,#N/A N/A,53.43,64.43,10067.33
2/26/2010,29.2314,38.19,63.16,57.05,24.33,72.3,31.24,19.0329,156.35,31.2,127.16,20.53,63,41.97,26.36,63.85,80.15,36.88,28.66,16.9,17.55,63.28,52.59,33.86,68.65,21.32,27.0319,#N/A N/A,54.07,65,10325.26
3/31/2010,33.5614,41.26,72.61,62.85,26.03,75.83,34.91,19.88,170.63,32.35,128.25,22.26,65.2,44.75,27.5,66.72,83.57,37.35,29.27,18.375,17.15,63.27,53.94,32.67,73.61,22.7575,28.9848,#N/A N/A,55.6,66.98,10856.63
4/30/2010,37.3029,46.12,72.43,68.09,26.92,81.44,36.84,20.7271,145.2,35.25,129,22.83,64.3,42.58,26.725,70.59,88.67,35.04,30.54,18.9775,16.72,62.16,50.74,30.31,74.95,22.5575,26.9945,#N/A N/A,53.65,67.85,11008.61
5/31/2010,36.7371,39.87,64.18,60.76,23.16,73.87,33.42,18.0916,144.26,33.86,125.26,21.42,58.3,39.58,25.7,66.87,79.31,33.69,25.8,18.095,15.23,61.09,49.47,29.07,67.38,18.115,25.7144,#N/A N/A,50.56,60.46,10136.63
6/30/2010,35.9329,39.7,62.75,60.07,21.31,67.86,31.5,15.947,131.27,28.07,123.48,19.45,59.06,36.61,25.06,65.87,78.99,34.97,23.01,16.8875,14.26,59.98,49.25,28.4,64.91,17.6875,26.1816,#N/A N/A,48.07,57.07,9774.02
7/30/2010,36.75,44.64,68.14,69.75,23.07,76.21,33.69,18.374,150.82,28.51,128.4,20.6,58.09,40.28,27.555,69.73,85.54,34.46,25.81,18.41,15,61.16,50.45,30.45,71.1,18.3375,29.06,#N/A N/A,51.19,59.68,10465.94
8/31/2010,34.7671,39.87,61.13,65.16,20.05,74.16,32.59,16.384,136.94,27.81,123.23,17.72,57.02,36.36,27.96,73.06,78.55,35.16,23.48,17.5,15.93,59.67,48.98,31.72,65.21,17.245,29.51,#N/A N/A,50.14,59.16,10014.72
9/30/2010,40.5357,42.03,66.54,78.68,21.9,81.05,33.11,18.4614,144.58,31.68,134.14,19.23,61.96,38.07,29.26,74.51,86.71,36.81,24.49,20.035,17.17,59.97,52.1,35.11,71.23,18.565,32.59,#N/A N/A,53.52,61.79,10788.05
10/29/2010,42.9814,41.46,70.64,78.6,22.83,82.61,36.11,20.7271,160.95,30.88,143.6,20.07,63.67,37.63,30.66,77.77,84.22,36.28,26.64,20.36,17.4,63.57,55.2,36.05,74.77,19.5425,32.47,#N/A N/A,54.17,66.47,11118.49
11/30/2010,44.45,43.22,63.77,84.6,19.16,80.97,36.51,20.9624,156.14,30.21,141.46,21.12,61.55,37.38,31.585,78.3,83.98,34.47,25.21,21.5325,16.29,61.07,53.99,36.52,75.27,18.4625,32.01,#N/A N/A,54.09,69.56,11006.02
12/31/2010,46.08,42.92,65.26,93.66,20.23,91.25,37.51,22.9524,168.16,35.06,146.76,21.03,61.85,42.42,32.885,76.76,86.3,36.04,27.92,21.355,17.51,64.33,55.71,36.11,78.72,17.595,35.78,#N/A N/A,53.93,73.12,11577.51
1/31/2011,48.4743,43.38,69.48,97.01,21.15,94.93,38.87,23.8533,163.62,36.77,162,21.46,59.77,44.94,31.425,73.67,87.92,33.17,27.725,20.62,18.22,63.13,56.26,41.05,81.3,17.4625,35.62,#N/A N/A,56.07,80.68,11891.93
2/28/2011,50.4586,43.57,72.01,102.93,18.56,103.75,43.74,24.9827,163.78,37.47,161.88,21.47,61.44,46.69,31.96,75.68,92.23,32.57,26.58,22.2575,19.24,63.05,59.93,42.58,83.54,18.2625,36.92,#N/A N/A,51.98,85.53,12226.34
3/31/2011,49.7786,45.2,73.93,111.35,17.15,107.43,43.09,25.3794,158.47,37.06,163.07,20.17,59.25,46.1,33.175,76.09,93.5,33.01,25.36,18.925,20.31,61.6,59.48,45.2,84.65,18.405,38.54,#N/A N/A,52.05,84.13,12319.73
4/29/2011,49.7471,49.08,79.78,115.41,17.56,109.44,43.1,27.5577,151.01,37.14,170.58,23.19,65.72,45.63,33.73,78.31,97.21,35.95,26.02,20.58,20.96,64.9,63.28,49.23,89.58,19.53,37.78,#N/A N/A,54.98,88,12810.54
